"ID","Structure of SMILES [idcode]","SMILES","DB","Total Molweight","cLogP","H-Acceptors","H-Donors","Polar Surface Area","Rotatable Bonds"
"188NatUV","gnNdAT@@@BBQh|ABgSybITiUiuV[]iry}dTRTRbbRbRTVftTRbVbbfVVQTVRbbTVqbVqQ`HByLcQZlNoMUUUUUSUUUUUUUUUUUUMTuUUU@HCz@","CCCCCC1CCCCCCCCCC(=O)OC2C(C(OC(C2OC(=O)C(C)CC)OC3C(C(C(OC3OC4C(C(C(OC4O1)C)O)O)CO)O)O)C)OC5C(C(C(C(O5)C)OC(=O)/C(=C/C)/C)O)O","Nat-UV","1021.2","4.6154","21","7","294.35","14"
"189NatUV","ghMD@T@@@BBQh|ABgSybITiUitVkMav{HhdheEDeDdhmMhheDmEELllbhbhhemelc@PErYFlq[lnZjjjjjfjjjjjjjjjjjjjjjj@@@","CCCCCC1CCCCCCCCCC(=O)OC2C(C(OC(C2OC(=O)C(C)CC)OC3C(C(C(OC3OC4C(C(C(OC4O1)C)O)O)CO)O)O)C)OC5C(C(C(C(O5)C)O)O)O","Nat-UV","939.094","2.8678","20","8","288.28","11"
"18NatUV","dcLF@@pYWTiimTfjjjjJHdIL`@","OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O","Nat-UV","180.155","-2.7731","6","5","110.38","2"
"190NatUV","gaId@t@@@BBQh|ABgSybITiUiuV[]iry}arJIJIQQIQIJKSZJIQKQQSKKHjKIQQJKXqKSUF@`KdrMEjpz|uUUUUUMUUUUUUUUUUUTuUUUUUCBDXSaEBLRHjbZPXcbnQy@RYSdmTMPLhtKP]MtoS|`@","CCCCC[C@H]1CCCCCCCCCC(=O)O[C@@H]2[C@H]([C@@H](O[C@H]([C@@H]2OC(=O)[C@@H](C)CC)O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@@H]4[C@H]([C@@H]([C@H](O[C@H]4O1)C)O)O)CO)O)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C)OC(=O)[C@H](C)[C@@H](C)O)O)O","Nat-UV","1039.21","3.4577","22","8","314.58","15"
"191NatUV","gaId@t@@@BBQh|ABgSxbITfRiuzkMntx|ArJIJIQQIQIJKSZJIQJZJJYEYEQEQQKYIZHqKF@`HUrmEjp{\uUUUUUMUUUUUUUUUUUUUTuUUUCBDXSaEBLRHjdZPXebNJyGdAKeARMRuHrSPmAtwRB`@","CCCCC[C@H]1CCCCCCCCCC(=O)O[C@@H]2[C@H]([C@@H](O[C@H]([C@@H]2OC(=O)[C@H](C)[C@@H](C)O)O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@@H]4[C@H]([C@@H]([C@H](O[C@H]4O1)C)O)O)COC(=O)[C@@H](C)CC)O)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C)O)O)O","Nat-UV","1039.21","3.4577","22","8","314.58","15"
"192NatUV","gaId@t@@@BBQh|ABgSybITiUitVkMav{}QrJIJIQQIQIJKSZJIQKQQSKKHjHjJI[IKQFISF@`KdrMYbwY\uUUUUUMUUUUUUUUUUUUUSUUUUCBDXSaEBLRHjbZPXcbnQy@RYSdmTMPLhtsSmEt@qB`@","CCCCC[C@H]1CCCCCCCCCC(=O)O[C@@H]2[C@H]([C@@H](O[C@H]([C@@H]2OC(=O)[C@@H](C)CC)O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@@H]4[C@H]([C@@H]([C@H](O[C@H]4O1)C)O)O)COC(=O)[C@H](C)[C@@H](C)O)O)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C)O)O)O","Nat-UV","1039.21","3.4577","22","8","314.58","15"
"193NatUV","gaId@t@@@BBQh|ALcRXbqDjWIUj}CewxbqrJIJIQQISIQYIQQIQIQQQKSKZIZIZFKUSJYHf@bsxr]VdpEBuUUUUUUUUUUUSTuUUUUUUUUUUCBBXS`eBLIpbbjPXedvHyOdYPUCRmIu@rsK\gt@iB`@","CCCCC[C@H]1CCCCCCCCCC(=O)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C)O)O)O)O)OC(=O)[C@@H](C)CC)O[C@@H]5[C@H]([C@@H]([C@H](O[C@H]5O1)C)O)O)COC(=O)[C@H](C)[C@@H](C)O)O","Nat-UV","1039.21","3.4577","22","8","314.58","17"
"194NatUV","fo@P@@H|eIeUYU[wUUU[AZfhHJJjjjj@PI@","CCCCCCCCCCCCCCCCCCOC(=O)/C=C/C1=CC(=C(C=C1)O)O","Nat-UV","432.642","8.8871","4","2","66.76","20"
"195NatUV","fo@P@@H|eIeUYU[v}UU[AZfhHJJjjjjHQh`R@","CCCCCCCCCCCC(C)CCCCCOC(=O)/C=C/C1=CC(=C(C=C1)O)O","Nat-UV","432.642","8.651","4","2","66.76","19"
"196NatUV","feoQ`@GQ@cbSK[Jj{JzheF\gIZcfuMUUUST@U@QbDeHr@@","C[C@H]1[C@@H]2CN3CCC4=C([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)NC5=CC=CC=C45","Nat-UV","352.433","2.2674","5","1","54.56","2"
"197NatUV","ec`TB@@GH`DNEdfVvUUvUu]DTL\RrJjFfZfjjjij@Jj@aaBIQFH@","C[C@H]1[C@@H]2CN3CCC4=C([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)NC5=C4C=C(C=C5)OC","Nat-UV","382.458","2.1974","6","1","63.79","3"
"198NatUV","fmPP@DJ@t\|bbTbRbRRjRbbcIQQkNCFkVjhJ`jjZZHjfDrAdUf@@","C[C@H]1[C@@H]2CN3CC[C@]4([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)C5=CC=CC=C5NC4=O","Nat-UV","368.432","0.8422","6","1","67.87","2"
"199NatUV","fmPP@DJ@t\|bbTbRbRRjRbbcIQQkNCFkVjhJ`jjZZHjfHrAdUf@@","C[C@H]1[C@@H]2CN3CC[C@@]4([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)C5=CC=CC=C5NC4=O","Nat-UV","368.432","0.8422","6","1","67.87","2"
"19NatUV","dcLF@@siWTify^ajjjjIHRjB`@","C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)O","Nat-UV","180.155","-2.6208","6","5","110.38","1"
"1NatUV","gGX`BDdwMUM@@","C[C@@H](C(=O)O)N","Nat-UV","89.0936","-2.9911","3","2","63.32","1"
"200NatUV","fmPP@DJ@t\|bbTbRbRRjRbbcIQQkNCFkVjhJ`jjZZHjfDqAdUf@@","C[C@H]1[C@@H]2CN3CC[C@]4([C@H]3C[C@@H]2C(=CO1)C(=O)OC)C5=CC=CC=C5NC4=O","Nat-UV","368.432","0.8422","6","1","67.87","2"
"201NatUV","fmPP@DJ@t\|bbTbRbRRjRbbcIQQkNCFkVjhJ`jjZZHjfHqAdUf@@","C[C@H]1[C@@H]2CN3CC[C@@]4([C@H]3C[C@@H]2C(=CO1)C(=O)OC)C5=CC=CC=C5NC4=O","Nat-UV","368.432","0.8422","6","1","67.87","2"
"202NatUV","ekhTJ@@DE@HaemlbbTbRbRRJRRfbcHhTLl\BRzFZj`jBjjffbJhpcDBbRj`@","C[C@H]1[C@@H]2CN3CC[C@@]4([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)C5=C(C=CC(=C5)OC)NC4=O","Nat-UV","398.457","0.7722","7","1","77.1","3"
"203NatUV","ec`TJ@@DE@HnielbbTbRbRRJVTTTYEBaec`RSWSUTEPUUSSQETXQbAQIEP@","C[C@H]1[C@@H]2CN3CC[C@@]4([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)C5=C(C=CC(=C5)O)NC4=O","Nat-UV","384.431","0.4965","7","2","88.1","2"
"204NatUV","fkAp@@HDkr]yEDeMCDehmLeDeeSakSVuMUUUSL@ETTIFRRMGP@","C[C@@H]([C@@H]1CC[C@@H](O1)[C@@H]([C@H]2CC=CC(=O)O2)O)OC(=O)/C=CC3=CC=C(C=C3)OC","Nat-UV","402.441","1.6421","7","1","91.29","8"
"205NatUV","fcoAp@@HDkr]yEDeMCDehmLeDej\MZZvijjjjY`@jJDcIIFch@","C[C@@H]([C@@H]1CC[C@@H](O1)[C@@H]([C@H]2CC=CC(=O)O2)O)OC(=O)/C=CC3=CC=C(C=C3)O","Nat-UV","388.415","1.3664","7","2","102.29","7"
"206NatUV","fkAp@@HDkr]yEDeMCDehmLeDeeSakSVuMUUUSL@ETTIFRRMGRFX","C[C@@H]([C@@H]1CC[C@@H](O1)[C@@H]([C@H]2CC=CC(=O)O2)O)OC(=O)/C=C/C3=CC=C(C=C3)OC","Nat-UV","402.441","1.6421","7","1","91.29","8"
"207NatUV","fcoAp@@HDkr]yEDeMCDehmLeDej\MZZvijjjjY`@jJDcIIFciCL@","C[C@@H]([C@@H]1CC[C@@H](O1)[C@@H]([C@H]2CC=CC(=O)O2)O)OC(=O)/C=C/C3=CC=C(C=C3)O","Nat-UV","388.415","1.3664","7","2","102.29","7"
"208NatUV","fk@H@@HDkrUgrJIJZFIKQZYJIJFgCVgmjZjjjfX@bhhRLddZNdLp","C[C@@H]([C@@H]1CC[C@@H](O1)[C@@H]([C@H]2CC=CC(=O)O2)O)OC(=O)/C=C/C3=CC(=C(C=C3)O)O","Nat-UV","404.414","1.0207","8","3","122.52","7"
"209NatUV","dRLK@Bp@@@A@dECPBN`XfM`DQMRt]BslwOpbDeKRLkHjZgYN[cy~dEaxYDqbTgIFUeyaVVUuSVucRwHhdheEDedhdeEMDedheEhd]hdlheDeDeDimDdemLmdhhemEDedelbddhdhdheDdmJhidUDhhdmDlhhdheDieLdmdUDiehdmEddX^Bq|X`hRTaxa@UEcLw]OXICXnOrRhoKAx[UUUUUUUUUUUUUUSUUUUUUUUUTuSLuUATEEUUUUUUUUUUUUUUMUUUUUUUUUMLuUAAEUQUPvDDXEpHpSaOAIBrITIXQpga_DaEbPT`XdqUbGDnP|Sx`JHRhiuJv`\lyUt{eOS^PBhEXLHXHiQVbkFNLjTtjYVrkf_JATbpeWKJuHDUUl@","CCCCCCCCCCCC(=O)O[C@@H]1[C@@H]([C@H]([C@@H](O[C@H]1O[C@H]2[C@@H](O[C@H]([C@@H]([C@@H]2O)O)O[C@@H]3[C@H]([C@H]([C@H](O[C@H]3O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@@H]4[C@H](O[C@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H]([C@@H](O[C@H]([C@@H]5OC(=O)CCCCCCCCCCC)O[C@H]6[C@@H](O[C@@H]7[C@@H]([C@@H]6O)OC(=O)CCCCCCCCC[C@@H](O[C@H]8[C@H](O7)[C@H]([C@H]([C@H](O8)C)O)O)CCCCC)C)C)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)OC(=O)[C@@H](C)CC)O)OC(=O)/C=C/C1=CC=CC=C1)CO)C)O)O)C)C)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)OC(=O)[C@@H](C)CC)OC(=O)/C=C/C1=CC=CC=C1)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O","Nat-UV","2795.37","18.487","52","16","718.68","78"
"20NatUV","dcLF@@siWTify^ajjjjIHRiB`@","C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O","Nat-UV","180.155","-2.6208","6","5","110.38","1"
"210NatUV","g`[L@l@@@BBPhtAN`rYlAHmUitV{[oqDRitf[NWHhdheEDedhdeEMDedheEhd]hdlheDeDeDimDdemL\eDmEDlbX|KOfHTRiGdHFb}~mUUUUUUUUUUUUUUMUUUUUUUUUSTsUPTAUT[BDXK`cB\SpdbrRhebNIxodaKEATCILjrGI]Cr_HCDJhpjh@V@","CCCCCCCCCC(=O)O[C@@H]1[C@@H]([C@H]([C@@H](O[C@H]1O[C@H]2[C@@H](O[C@@H]3[C@@H]([C@@H]2O)OC(=O)CCCCCCCCC[C@@H](O[C@H]4[C@H](O3)[C@H]([C@H]([C@H](O4)C)O)O)CCCCC)C)C)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)OC(=O)[C@@H](C)CC)O)OC(=O)/C=C/C6=CC=CC=C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O","Nat-UV","1369.63","8.3348","26","8","359.34","29"
"211NatUV","gh_L@l@@@BBPhtAN`rYlAHmUitV{[oqGcITz_JWHhdheEDedhdeEMDedheEhd]hdlheDeDeDimLdmdUDieddiddcGaY|qBbUH|a@tWhMjjjjjjjjjjjjjjijjjjjjjjjjiifj``bjhVDHpWAFDxgaIEdeQKD\Sq_IBVJBhFRYUdNRzGd~PFHUQdCK@","CCCCCCCCCC(=O)O[C@@H]1[C@@H]([C@H]([C@@H](O[C@H]1O[C@H]2[C@@H](O[C@@H]3[C@@H]([C@@H]2O)OC(=O)CCCCCCCCC[C@@H](O[C@H]4[C@H](O3)[C@H]([C@H]([C@H](O4)C)O)O)CCCCC)C)C)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)OC(=O)CCCCC)OC(=O)/C=C/C6=CC=CC=C6)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O","Nat-UV","1383.66","9.0253","26","8","359.34","31"
"212NatUV","ec_PO@@@DIM@djnamgh\Y]\bbRbTTTRfRTvfTVTrqtRTNdQTqwpjkTuUPUPUQUUUPAEDJDQa\IR^JJMIYGSzPDP","C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O","Nat-UV","624.59","-0.3803","15","9","245.29","11"
"213NatUV","fj}AP@@\exnQQQJJKFIIHlxht\m@qDAAE@@@","COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O","Nat-UV","284.266","2.6114","5","2","75.99","2"
"214NatUV","ffc@p@@\eyI\bbbTTVLRVaSNJMGKPLQ@PQT@@@","COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O","Nat-UV","300.265","2.2657","6","3","96.22","2"
"215NatUV","fdeA`@@H|drrzr}DiIS`mSMUUUUbRTkH@","CC1=C2C[C@@H]3[C@](CCC[C@@]3(C)O)(C=C2OC1=O)C","Nat-UV","248.321","2.084","3","1","46.53","0"
"216NatUV","flu@P@@HxGHheEDTheiBTUktVijjjjjbDbeiNP@","CC1=C2C[C@@H]3[C@](CCC[C@@]3(C)O)(C[C@@]2(OC1=O)O)C","Nat-UV","266.336","1.5962","4","2","66.76","0"
"217NatUV","dmnD@ICldTTTSIjDYjjjjjaILaPT@","CN1[C@H]2C[C@H]3C[C@@H]1[C@@H]([C@H]2O)O3","Nat-UV","155.196","-0.6483","3","1","32.7","0"
"218NatUV","fek@H@@HTxNZcrJIJ[JIJJEQQVTxuMMUMUSSQBRTmHp@","C[C@@H]([C@@H](C[C@@H](/C=C[C@H]1CC=CC(=O)O1)OC(=O)C)OC(=O)C)OC(=O)C","Nat-UV","368.381","1.2337","8","0","105.2","11"
"219NatUV","ffm@p@@HdYr\bbRfRRbbQbMNMSSUSTuVBSbU@@","CCCC[C@@H](/C=C[C@H]1[C@H](C=CC(=O)O1)OC(=O)C)OC(=O)C","Nat-UV","310.345","1.9406","6","0","78.9","9"
"21NatUV","fncAh@@XDkSoQsUnRJJIQISFJF[TeDmUUUUUUURhIDHjKddcJrCBp@","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O","Nat-UV","342.296","-4.4579","11","8","189.53","4"
"220NatUV","flyAP@@HdYvQQISIIQSETxuMMUMUXINIT@@","CCCC[C@@H](/C=C[C@H]1[C@H](C=CC(=O)O1)OC(=O)C)O","Nat-UV","268.308","1.456","5","1","72.83","7"
"221NatUV","flyAP@@HekvQQISIZIJHtxuMMUSUXINIT@@","CCCC[C@@H](/C=C[C@H]1[C@H](C=CC(=O)O1)O)OC(=O)C","Nat-UV","268.308","1.456","5","1","72.83","7"
"222NatUV","f`a@P@@HeiIe[WmZ\ZffjjlDgDj@@","CCCC[C@@H](/C=C[C@H]1[C@H](C=CC(=O)O1)O)O","Nat-UV","226.271","0.9714","4","2","66.76","5"
"223NatUV","fbe@p@@HejtTfUm^UVZ\ZffjjfkAIqJ`@","CCCC[C@H](OOC(C)=O)/C=C[C@H]1[C@@H](O)C=CC(O1)=O","Nat-UV","284.307","1.4335","6","1","82.06","8"
"224NatUV","fac@H@@HehwhurJIJYIJIIQHqTxuMMUUMSU`dxeP@","CCCC[C@H](OOC(C)=O)/C=C[C@H]1[C@@H](OOC(C)=O)C=CC(O1)=O","Nat-UV","342.343","1.8956","8","0","97.36","11"
"225NatUV","fekAH@@HDjshy{dTRTRRRtRRbQbiqjjfjjijZbDeEqF`@","O=C1O[C@@H](/C=C[C@@H](OOC(C)=O)CCCC)[C@@H](OOC(C)=O)[C@H](OC)C1","Nat-UV","374.384","1.7468","9","0","106.59","12"
"226NatUV","fdiAP@@HDjvQQIQIIFYJgFjjZjjbDeEqF`@","CCCC[C@@H](/C=C[C@H]1[C@H]([C@@H](CC(=O)O1)OC)O)O","Nat-UV","258.313","0.8226","5","2","75.99","6"
"227NatUV","egdPA@@@DGBjnamlbbTtRbbRRrTRRRiCDb`VRSPtsUUPA@AQUUTDQ`jHpiD@@","COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O","Nat-UV","414.409","1.7928","8","1","92.68","4"
"228NatUV","egdPA@@@DDbjnamlbbTtRbfRRbTVRRiCDbgfTSPtsUUP@@QQUUTEa`jHp`@","O=C1[C@H]2[C@@H](C([H])C(C([C@H]2C(C=C3OC)=CC(OC)=C3OC)=CC4=C5OCO4)=C5O)CO1","Nat-UV","414.409","2.1731","8","1","92.68","4"
"229NatUV","ec`PN@@@DLbfnedfVyYmUVUUHXdT|RbjzFZjj@@@hjjhKCATQa@@","O=C1[C@H]2[C@@H](C([H])C(C([C@H]2C(C=C3OC)=CC(OC)=C3O)=C4)=CC5=C4OCO5)CO1","Nat-UV","384.383","2.2431","7","1","83.45","3"
"22NatUV","dcLF@@IaWTfYnijjjjZHbqUNdp@","O[C@H]1[C@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O","Nat-UV","180.155","-3.0606","6","6","121.38","0"
"230NatUV","ekhPN@@@DLbfnelbbTtRbfRRRbRRUHXdT|RbjzFZjj@@@hjjjBppUDXP@","COC1=CC([C@H]2[C@@H]3[C@H](COC3=O)C([H])C4=CC5=C(OCO5)C=C24)=CC(OC)=C1OC","Nat-UV","398.41","2.5188","7","0","72.45","4"
"231NatUV","eiWPK@@@DDbjnicgdV^Q\bbTtRbfRRbTRRRRerffRHXdT|rbZfVqIZjj@@BJJjjjjjjBaLEQFDLoeCLTR`@","COC1=CC([C@H]2[C@@H]3[C@H](COC3=O)C([H])C4=C(O[C@@H]([C@@H]([C@H]([C@@H]5O)O)O)O[C@@H]5CO)C6=C(OCO6)C=C24)=CC(OC)=C1OC","Nat-UV","576.549","0.1838","13","4","171.83","7"
"232NatUV","enSPC@@@DLbfnek`RZV\bbTtRbfRRRbRRUtRbfRHXdT|RbjzFaQZjj@@@hjjjjjj`hSATQaGIy_REHh@","COC1=CC(=CC(=C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)OC)[C@H]3[C@@H]4[C@@H](CC5=CC6=C(C=C35)OCO6)COC4=O  ","Nat-UV","546.523","0.2538","12","4","162.6","6"
"234NatUV","egdPA@@@DGBjnamlbbTtRbbRRrTRRRiCDb`VRSPtsTA@A@AQUUPD@@@","[H]C1=C2C(C(C3=CC(OC)=C(C(OC)=C3)OC)=C4C(COC4=O)=C2O)=CC5=C1OCO5","Nat-UV","410.377","3.1231","8","1","92.68","4"
"235NatUV","ekhPN@@@DLbfnelbbTtRbfRRRbRRUHXdT|RbjzFZ`H@@@hjjhB@@@","[H]C1=C2C(C(C3=CC(OC)=C(C(OC)=C3)OC)=C4C(COC4=O)=C2[H])=CC5=C1OCO5","Nat-UV","394.378","3.4688","7","0","72.45","4"
"236NatUV","e`RPI@@@DGLjfaeklbbTtRbbRRtRbRRRYCDb`QRWRvsTA@A@DTUUU@P@@","COC(C=C1C2=C3C(COC3=O)=C(O)C4=C(C5=C(OCO5)C=C24)OC)=C(C(OC)=C1)OC","Nat-UV","440.403","3.0531","9","1","101.91","5"
"237NatUV","ec`PN@@@DLbfnedfVyYmUVUUHXdT|RbjzFZ`H@@@hjj`H@@","[H]C1=C2C(C(C3=CC(OC)=C(C(OC)=C3)O[H])=C4C(COC4=O)=C2[H])=CC5=C1OCO5","Nat-UV","380.351","3.1931","7","1","83.45","3"
"238NatUv","fcAp@@HRVh}iLmjsJkKZjRglqZo[UUP@@QQUTDcBi@@","COC(C=C1C[C@@]2([H])[C@](COC2=O)([H])CC3=CC4=C(OCO4)C=C3)=C(C(OC)=C1)O[H]","Nat-UV","386.399","3.0279","7","1","83.45","6"
"239NatUV","eohPN@@@DJEMIelbbTTrbTrbVRtrQTHXrZjzZijZB@@BjZ``HP@","CC(=CCC1=C(C=CC(=C1)C[C@@]2(C(=C(C(=O)O2)O)C3=CC=C(C=C3)O)C(=O)OC)O)C","Nat-UV","424.448","3.0071","7","3","113.29","7"
"23NatUV","fncAh@@XDkQoQsUnRJJIQIRXjK[TdEMUUUUUUUThIDHjKbdkPLS@@","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O","Nat-UV","342.296","-4.6102","11","8","189.53","5"
"241NatUv","e`\PA@@@DJEMIeklbbTTrbTrbVRtrQTaCFSUWRvsUMSPP@@UUUAHDKY@@","CC([C@@H]1CC2=C(C=CC(C[C@]3(C(OC)=O)C(C4=CC=C(O)C=C4)=C(O)C(O3)=O)=C2)O1)(O)C","Nat-UV","440.447","1.694","8","3","122.52","6"
"242NatUV","fkAP@@HEd^QQIQ[JJJJJUYPqTYzIZmUUUUTuTuTpbRdTmHr]JrZ@@","CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C","Nat-UV","404.545","3.895","5","1","72.83","7"
"243NatUV","edR\N@@NFo`DMKGHmlbbTtRTRbRtvbrtLRTa`rpLKTDEDuPTDL@@@@@","COC1=C(C(=C(C(=C1)C(=O)OC)NC(=O)C2=CC=CC=C2NC(=O)C3=CN=CC=C3)OC)OC","Nat-UV","465.461","2.6567","10","2","125.08","9"
"244NatUV","efURA@BHOJlPDEGAebZXIP{FZ^rJZIKJZJFJIYZZSZIKJ\BJZEUK[Phm@AUSUUTuT@DqTLRSQAPiSSY@@","C[C@@H]1CN([C@@H](CN1C(=O)[C@@]2([C@H](O2)C3=CC=C(C=C3)[N+](=O)[O-])C)C)C(=O)[C@@]4([C@H](O4)C5=CC=C(C=C5)[N+](=O)[O-])C","Nat-UV","524.528","0.9098","10","0","157.32","6"
"245NatUV","fcoAP@@HxgjSKKJk|kv{DY[qZmTpTDA@UMPPI@@","CC(=CCC1=C(C=CC(=C1)CC2=C(C(=O)O[C@@H]2OC)C3=CC=C(C=C3)O)O)C","Nat-UV","380.439","4.2502","5","2","75.99","6"
"246NatUV","fkAR@BYKtxJsHhhmEdeEEECEdcf\Se^xHBjVjjA`HbCd@","C/C(C)=CCC1=C(O)C(I)=CC(CC2=C(C3=CC=C(O)C=C3)C(O[C@@H]2OC)=O)=C1","Nat-UV","506.331","4.6873","5","2","75.99","6"
"247NatUV","fcAP@@HxgjSKKJk|kvoDY[qZcfuSAPPDAUUAPI@@","CC1(CCC2=C(O1)C=CC(=C2)CC3=C(C(=O)O[C@@H]3OC)C4=CC=C(C=C4)O)C","Nat-UV","380.439","3.7639","5","1","64.99","4"
"248NatUV","eodPN@@@DJEMIedfV[Y[Y]^u~HXrZjzvNZijZB@@Bjj`hBD@@","CC1(CCC2=C(O1)C=CC(=C2)C[C@@]3(C(=C(C(=O)O3)O)C4=CC=C(C=C4)O)C(=O)OC)C","Nat-UV","424.448","2.5208","7","2","102.29","5"
"249NatUV","enYPI@@@DJEMIeohTfV[Y[Y]^uUYf|acIjkijfihH@@JjefjhHBD@@","C/C(C)=CCC1=CC(C[C@@]2(C(OC)=O)OC(C(O)=C2C3=CC=C(OC(CC)=O)C=C3)=O)=CC=C1OC(CC)=O","Nat-UV","536.575","4.5807","9","1","125.43","13"
"24NatUV","gC``@dfZ@@","CC(=O)O","Nat-UV","60.0518","-0.2991","2","1","37.3","0"
"250NatUV","eaUPE@@@DJEMIeoh\TfV[Y[Y]^uUYfoHXrZjzZijZB@@BijYjj``HTBt@","CC(C)(O)/C=C/C1=CC(C[C@@]2(C(OC)=O)OC(C(O)=C2C3=CC=C(OC(CC)=O)C=C3)=O)=CC=C1OC(CC)=O","Nat-UV","552.574","3.462","10","2","145.66","13"
"251NatUV","elVPFB@B@fnmdPLSsD~qH\SHhhdheHTYLhheElcEfAIMLjg`XHHjjjjVPhHhh`\`@","BrC1C(C)(C)OC2=C(Br)C=C(C[C@@]3(C(OC)=O)OC(C(O)=C3C4=CC(Br)=C(O)C(Br)=C4)=C)C=C2C1","Nat-UV","738.06","6.1585","6","2","85.22","5"
"252NatUV","fdeQ@@DJ@drmkSntYKUoMRuUSUR`ReHV`","C/C=C/1[C@@H]2CC3=C([C@]1(CC(=C2)C)N)C=CC(=O)N3","Nat-UV","242.321","1.2973","3","2","55.12","0"
"253NatUV","fb}P@@@FRiiy]^wyiUk^bfjjjjjjjfPaHjVWeE@@","C[C@H]1C[C@H](N(C)C2)[C@H](C[C@H]2[C@@]3(CCCCN3C)C4)[C@H]4C1","Nat-UV","276.466","2.7978","2","0","6.48","0"
"25NatUV","dkLN@@PiWSR[kVYjjfX@@","C(C(=O)O)C(CC(=O)O)(C(=O)O)O","Nat-UV","192.123","-2.1297","7","4","132.13","5"
"26NatUV","eMDARV@","C(=O)O","Nat-UV","46.0249","-0.6699","2","1","37.3","0"
"27NatUV","daxB@@QnR[VZY`@","C(=C/C(=O)O)C(=O)O","Nat-UV","116.072","-0.9188","4","2","74.6","2"
"28NatUV","gGQ`@bdwMULP@","CC(C(=O)O)O","Nat-UV","90.0776","-0.8665","3","2","57.53","1"
"29NatUV","diDJ@@PnEInvZjZLH@","C(C(C(=O)O)O)C(=O)O","Nat-UV","134.087","-1.6884","5","3","94.83","3"
"2NatUV","diEL@BDDyInvZjZL`@","C([C@@H](C(=O)O)N)C(=O)N","Nat-UV","132.119","-4.2108","5","3","106.41","3"
"30NatUV","gNpP@jtfvZf@@","C(C(=O)O)C(=O)O","Nat-UV","104.061","-1.121","4","2","74.6","2"
"31NatUV","gGQ`@bdwML@@","CC(=O)C(=O)O","Nat-UV","88.0618","-0.8977","3","1","54.37","1"
"32NatUV","daxB@@QnR[VZi`@","C(CC(=O)O)C(=O)O","Nat-UV","118.088","-0.6666","4","2","74.6","3"
"33NatUV","fluhP@LF]EHIJudbbbbRTUVQJV\FMUUU@`UAHQDIJH@","C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N","Nat-UV","267.244","-1.7396","9","4","139.54","2"
